username,timestamp,content,retweets,likes,replies,mentions,hashtags,content_length,total_engagement,text_feature_1,text_feature_2,text_feature_3,text_feature_4,text_feature_5,text_feature_6,text_feature_7,engagement_signal,viral_score,viral_score_norm,composite_signal,signal_confidence,trading_signal
user_499,2025-08-31 16:37:46+00:00,This is a sample tweet about Indian stock market #sensex,663,86,124,"user_9, user_56, user_348","#nifty50, #sensex, #intraday",56,873,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.6364668327340818,328.2,0.17369785529106763,0.07805835583871223,0.9631076935479386,HOLD
user_149,2025-08-31 16:37:36+00:00,This is a sample tweet about Indian stock market #nifty50,570,2766,289,"user_168, user_251","#intraday, #banknifty",57,3625,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.6531395344501043,1144.5,0.8149893942964883,0.6781132557263918,0.6795069307998902,BUY
user_362,2025-08-31 16:37:35+00:00,This is a sample tweet about Indian stock market #banknifty,765,2683,325,,"#nifty50, #sensex, #intraday",59,3773,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.9301703875872698,1208.4,0.8651897242517088,0.8727131092175566,0.5875342348164341,HOLD
user_413,2025-08-31 16:37:01+00:00,This is a sample tweet about Indian stock market #sensex,735,2347,228,"user_184, user_105, user_346","#sensex, #nifty50, #intraday",56,3310,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.5451578894837091,1066.5,0.7537119962290831,1.2365557834667698,0.41557320265640785,HOLD
user_325,2025-08-31 16:36:36+00:00,This is a sample tweet about Indian stock market #nifty50,927,590,377,,"#sensex, #intraday",57,1894,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.4414604249970793,660.9,0.4350695262785764,0.22279554750102754,0.8947013227956515,BUY
user_311,2025-08-31 16:36:18+00:00,This is a sample tweet about Indian stock market #nifty50,62,217,88,user_326,"#nifty50, #banknifty, #sensex",57,367,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-1.3658154538549188,116.29999999999998,0.007227590541283673,-1.1368061701556065,0.46271733300875395,HOLD
user_490,2025-08-31 16:35:47+00:00,This is a sample tweet about Indian stock market #nifty50,910,1710,279,"user_348, user_37, user_480","#intraday, #nifty50",57,2899,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.6227863206114735,960.7,0.6705947050043208,0.5321045248445617,0.7485142623852377,STRONG_BUY
user_156,2025-08-31 16:35:02+00:00,This is a sample tweet about Indian stock market #nifty50,631,2506,141,"user_54, user_180","#banknifty, #nifty50, #intraday",57,3278,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.2855115116956061,1046.5,0.7379998428784664,0.4105622834898992,0.8059581268728733,BUY
user_34,2025-08-31 16:34:35+00:00,This is a sample tweet about Indian stock market #intraday,301,2832,211,user_217,#intraday,58,3344,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.1875385644273766,1033.3,0.7276298216670594,-0.4304557656027218,0.7965559759997327,SELL
user_221,2025-08-31 16:34:20+00:00,This is a sample tweet about Indian stock market #intraday,34,2843,390,"user_452, user_318, user_380","#intraday, #sensex",58,3267,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.29284412677320204,983.5,0.6885065598240239,-0.4087358320647033,0.8068213529166981,SELL
user_8,2025-08-31 16:32:20+00:00,This is a sample tweet about Indian stock market #nifty50,507,414,56,,#nifty50,57,977,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.848548190129191,343.8,0.18595333490454866,-0.6971538449041125,0.6705078781882298,SELL
user_376,2025-08-31 16:32:05+00:00,This is a sample tweet about Indian stock market #intraday,505,193,211,user_326,"#nifty50, #sensex, #intraday",58,909,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.5793549237240243,323.2,0.16976981695341345,-1.3452034670796404,0.36422362456082624,HOLD
user_193,2025-08-31 16:31:17+00:00,This is a sample tweet about Indian stock market #nifty50,831,2560,230,,#sensex,57,3621,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.7419941981694507,1169.4,0.8345510252180062,0.7436355195356701,0.6485394909926852,BUY
user_202,2025-08-31 16:30:58+00:00,This is a sample tweet about Indian stock market #banknifty,142,1561,473,user_330,#intraday,59,2176,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.120991928591116,666.9999999999999,0.43986173305051446,0.05411657322136008,0.9744231712035664,HOLD
user_57,2025-08-31 16:30:54+00:00,This is a sample tweet about Indian stock market #nifty50,476,748,269,"user_459, user_145","#intraday, #banknifty, #sensex",57,1493,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.26891958905666646,495.5,0.3051300180689763,-0.2772983009878077,0.8689419756698917,SELL
user_124,2025-08-31 16:30:40+00:00,This is a sample tweet about Indian stock market #banknifty,690,297,9,user_99,#sensex,59,996,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.7887353928163298,367.8,0.20480791892528874,-0.647942389030672,0.6937664274047466,SELL
user_475,2025-08-31 16:30:34+00:00,This is a sample tweet about Indian stock market #banknifty,439,635,199,"user_491, user_323, user_218","#sensex, #banknifty",59,1273,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.5153298777452486,425.8,0.2503731636420772,-0.4594603743058031,0.7828476817204222,SELL
user_235,2025-08-31 16:30:27+00:00,This is a sample tweet about Indian stock market #banknifty,55,1311,74,"user_391, user_58, user_453","#banknifty, #intraday",59,1440,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.9901075298689915,437.5,0.25956477335218786,-0.7074822312398319,0.6656264277687518,SELL
user_481,2025-08-31 16:29:55+00:00,This is a sample tweet about Indian stock market #intraday,723,1849,276,,"#banknifty, #intraday",58,2848,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.45201313121976394,926.6999999999998,0.6438840443082723,-0.3628784850510911,0.8284946674635782,SELL
user_277,2025-08-31 16:29:17+00:00,This is a sample tweet about Indian stock market #intraday,568,437,492,,"#intraday, #banknifty, #nifty50",58,1497,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.23098157048875292,505.9,0.31330033781129696,-0.7789547623157438,0.6318467447223233,SELL
user_314,2025-08-31 16:27:48+00:00,This is a sample tweet about Indian stock market #sensex,771,2204,171,,"#intraday, #nifty50",56,3146,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.4017701260336615,1020.8999999999999,0.717888286589677,1.1269992369571005,0.4673523317994247,HOLD
user_137,2025-08-31 16:27:32+00:00,This is a sample tweet about Indian stock market #banknifty,83,2655,339,,"#intraday, #sensex, #banknifty",59,3077,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.16117761187655485,931.4000000000001,0.6475764003456674,0.26227571921520093,0.8760420187658714,BUY
user_221,2025-08-31 16:27:16+00:00,This is a sample tweet about Indian stock market #nifty50,726,2266,434,user_373,"#banknifty, #nifty50, #intraday",57,3426,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.9764476445042499,1100.4,0.7803440961583785,0.8215255115203477,0.6117267574554226,BUY
user_80,2025-08-31 16:25:11+00:00,This is a sample tweet about Indian stock market #nifty50,324,2347,443,"user_442, user_54","#nifty50, #banknifty",57,3114,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.5619564014844207,966.6,0.6752297902427528,0.5034310046069712,0.7620660760802418,STRONG_BUY
user_105,2025-08-31 16:24:18+00:00,This is a sample tweet about Indian stock market #banknifty,853,1091,469,"user_258, user_435","#nifty50, #sensex, #intraday",59,2413,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.7571969651743763,809.2,0.5515751433733993,0.49781081442665587,0.7647223167379298,BUY
user_279,2025-08-31 16:24:04+00:00,This is a sample tweet about Indian stock market #nifty50,554,92,60,"user_422, user_54","#sensex, #intraday",57,706,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.9073215542347149,267.20000000000005,0.12577578757168673,-0.7829003515083373,0.6299819618420911,SELL
user_64,2025-08-31 16:22:00+00:00,This is a sample tweet about Indian stock market #sensex,217,811,409,"user_437, user_425",#banknifty,56,1437,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.22402867871184937,452.8,0.2715845706654097,0.38855636271435284,0.8163586684201322,BUY
user_217,2025-08-31 16:20:41+00:00,This is a sample tweet about Indian stock market #nifty50,811,1248,155,,"#banknifty, #nifty50, #sensex",57,2214,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.04796412043588579,745.3,0.5013748134181789,0.06991897969717109,0.9669545636967639,HOLD
user_29,2025-08-31 16:20:39+00:00,This is a sample tweet about Indian stock market #nifty50,447,1451,442,"user_78, user_236, user_392",#banknifty,57,2340,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.3615683886614507,746.7,0.5024746641527221,0.24018218227066418,0.8864839698780873,BUY
user_116,2025-08-31 16:20:36+00:00,This is a sample tweet about Indian stock market #sensex,380,748,347,user_485,"#nifty50, #banknifty",56,1475,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.2012725383584638,480.5,0.29334590305601377,0.42037497087895,0.8013204085096637,BUY
user_430,2025-08-31 16:20:33+00:00,This is a sample tweet about Indian stock market #nifty50,606,412,306,"user_164, user_412","#nifty50, #intraday, #sensex",57,1324,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.16112154888513955,457.8,0.2755126090030639,-0.24569947329530514,0.8838763619022437,SELL
user_259,2025-08-31 16:18:02+00:00,This is a sample tweet about Indian stock market #nifty50,165,1370,121,"user_309, user_177, user_426","#nifty50, #banknifty, #intraday",57,1656,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.7323751762625222,513.3,0.31911383455102516,-0.5149067658742542,0.7566423479361584,STRONG_SELL
user_201,2025-08-31 16:16:16+00:00,This is a sample tweet about Indian stock market #intraday,648,594,348,"user_469, user_396, user_135","#sensex, #banknifty",58,1590,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.053091799497581804,541.8,0.34150365307565395,-0.8496568272062643,0.5984312030201109,HOLD
user_321,2025-08-31 16:15:29+00:00,This is a sample tweet about Indian stock market #nifty50,412,2317,369,"user_315, user_454, user_395","#banknifty, #nifty50",57,3098,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.482806309791372,970.6000000000001,0.6783722209128762,0.46352873321575494,0.7809248748402333,BUY
user_67,2025-08-31 16:14:34+00:00,This is a sample tweet about Indian stock market #sensex,343,1546,374,"user_350, user_468","#nifty50, #sensex",56,2263,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.12117114933188822,713.2,0.47615680729043913,0.7585336283695262,0.6414982768811499,BUY
user_309,2025-08-31 16:14:31+00:00,This is a sample tweet about Indian stock market #intraday,522,1641,218,user_207,"#intraday, #sensex",58,2381,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.0069282054619378974,766.4999999999999,0.5180296959698325,-0.7161052882720329,0.6615509580875445,SELL
user_275,2025-08-31 16:12:36+00:00,This is a sample tweet about Indian stock market #banknifty,806,34,147,,"#sensex, #nifty50, #banknifty",59,987,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.4377386288312972,376.70000000000005,0.21179982716631315,-0.4522062695143001,0.7862761507693536,SELL
user_133,2025-08-31 16:11:26+00:00,This is a sample tweet about Indian stock market #nifty50,103,737,458,user_291,"#banknifty, #intraday",57,1298,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.27189805076810286,399.70000000000005,0.22986880351952235,-0.3464688804509833,0.8362502517973711,SELL
user_235,2025-08-31 16:10:58+00:00,This is a sample tweet about Indian stock market #intraday,134,2766,432,,#intraday,58,3332,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.4758107029218488,1013.0,0.7116819860161835,-0.2891701311925411,0.8633310555659014,SELL
user_194,2025-08-31 16:09:36+00:00,This is a sample tweet about Indian stock market #banknifty,869,1014,91,user_240,"#sensex, #intraday, #nifty50",59,1974,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.12057912574966327,679.0999999999999,0.4493675858276376,-0.06774401109389393,0.9679825075648298,HOLD
user_348,2025-08-31 16:09:32+00:00,This is a sample tweet about Indian stock market #intraday,94,1777,130,"user_99, user_317, user_247","#nifty50, #intraday, #sensex",58,2001,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.639282939829625,609.7,0.3948464137009977,-1.1754972195241133,0.4444309876852096,HOLD
user_486,2025-08-31 16:08:40+00:00,This is a sample tweet about Indian stock market #nifty50,373,421,270,"user_455, user_399, user_362",#intraday,57,1064,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.5103301051603016,356.5,0.19593055228219025,-0.505635394131106,0.7610242271584924,STRONG_SELL
user_488,2025-08-31 16:08:32+00:00,This is a sample tweet about Indian stock market #sensex,67,365,279,"user_37, user_250","#banknifty, #sensex",56,711,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.8656410301182115,220.0,0.08869510566423128,-0.12195219683254199,0.9423623804305524,HOLD
user_304,2025-08-31 16:08:01+00:00,This is a sample tweet about Indian stock market #banknifty,655,1228,492,"user_17, user_269","#nifty50, #banknifty",59,2375,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.6325520819888465,778.0,0.5270641841464372,0.4085268020351095,0.8069201456702298,BUY
user_378,2025-08-31 16:05:38+00:00,This is a sample tweet about Indian stock market #intraday,380,787,83,"user_415, user_257","#sensex, #nifty50",58,1250,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.7920005340646831,413.0,0.24031738549768242,-1.3966529421213139,0.3399073322223478,HOLD
user_176,2025-08-31 16:03:23+00:00,This is a sample tweet about Indian stock market #banknifty,599,1097,39,"user_54, user_133","#nifty50, #banknifty",59,1735,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.5212377497979028,580.4000000000001,0.37182810904234426,-0.3536177621837257,0.8328715137642664,SELL
user_436,2025-08-31 16:01:54+00:00,This is a sample tweet about Indian stock market #intraday,862,1075,67,"user_355, user_264",#nifty50,58,2004,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.1605509342102617,687.4,0.45588812946814355,-0.8622916160711871,0.5924596898136969,HOLD
user_168,2025-08-31 15:59:48+00:00,This is a sample tweet about Indian stock market #sensex,662,480,171,"user_56, user_469, user_264",#nifty50,56,1313,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.3800215611901943,460.1,0.2773195066383848,0.3095035696036528,0.853720970482418,BUY
user_379,2025-08-31 15:59:31+00:00,This is a sample tweet about Indian stock market #sensex,438,823,314,"user_429, user_277, user_262","#intraday, #nifty50",56,1575,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.18122844446465178,516.3000000000001,0.32147065755361776,0.45644220223499277,0.7842741443683348,BUY
user_224,2025-08-31 15:58:02+00:00,This is a sample tweet about Indian stock market #banknifty,490,1969,385,"user_267, user_191, user_100","#nifty50, #intraday",59,2844,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,0.4776031210124456,902.1999999999999,0.6246366564537669,0.41248113068657954,0.8050512323059306,BUY
user_59,2025-08-31 15:57:16+00:00,This is a sample tweet about Indian stock market #banknifty,279,1002,380,"user_171, user_434, user_331",#intraday,59,1661,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.14607068438538676,526.2,0.329248173462173,-0.18933633815749912,0.9105149713343893,HOLD
user_39,2025-08-31 15:56:50+00:00,This is a sample tweet about Indian stock market #nifty50,240,2536,380,"user_31, user_350, user_102","#banknifty, #sensex",57,3156,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.39194704986770085,970.8,0.6785293424463822,0.4146261942523095,0.8040374222970498,BUY
user_419,2025-08-31 15:56:17+00:00,This is a sample tweet about Indian stock market #banknifty,392,41,308,"user_354, user_471","#intraday, #nifty50",59,741,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.545619495187998,261.5,0.12129782386676094,-0.591682416821736,0.7203562794893221,STRONG_SELL
user_285,2025-08-31 15:55:46+00:00,This is a sample tweet about Indian stock market #sensex,2,2601,102,user_279,"#banknifty, #sensex, #nifty50",56,2705,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.496858370940016,811.6999999999999,0.5535391625422263,0.49440358008125396,0.7663326598238678,BUY
user_287,2025-08-31 15:55:38+00:00,This is a sample tweet about Indian stock market #intraday,630,999,183,"user_139, user_80, user_260","#nifty50, #sensex",58,1812,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.19226384382225511,606.6,0.3924110299316521,-0.9363936032813329,0.5574372608694833,HOLD
user_314,2025-08-31 15:55:32+00:00,This is a sample tweet about Indian stock market #banknifty,610,227,400,"user_461, user_171",#sensex,59,1237,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.011207096901641714,432.1,0.2553224919475214,-0.182904253542717,0.9135549333497877,HOLD
user_461,2025-08-31 15:54:35+00:00,This is a sample tweet about Indian stock market #nifty50,464,2528,121,"user_119, user_19","#sensex, #intraday, #banknifty",57,3113,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.054441977070368096,980.3,0.6859926152879251,0.23914914347876073,0.886972209519805,BUY
user_192,2025-08-31 15:54:14+00:00,This is a sample tweet about Indian stock market #nifty50,614,182,175,"user_21, user_416","#sensex, #nifty50",57,971,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,-0.539778309890263,352.70000000000005,0.19294524314557313,-0.5242107563364178,0.7522450523017687,STRONG_SELL
user_112,2025-08-31 15:54:04+00:00,This is a sample tweet about Indian stock market #nifty50,888,938,240,"user_224, user_148, user_276",#banknifty,57,2066,8.7943320654154385e-16,0.9999999999999998,6.133997559684702e-14,-1.4722907200421116e-13,1.6653345369377348e-16,-8.573517087456332e-18,-2.7755575615628914e-17,0.21431955034337427,708.6,0.47254301201979726,0.1338308921843425,0.9367482156885382,HOLD
user_261,2025-08-31 15:54:02+00:00,This is a sample tweet about Indian stock market #sensex,723,1629,256,"user_439, user_125","#intraday, #nifty50",56,2608,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.32249468077802673,854.6999999999999,0.5873202922460522,0.966995878497148,0.5429738699453274,HOLD
user_387,2025-08-31 15:53:42+00:00,This is a sample tweet about Indian stock market #intraday,456,744,65,"user_389, user_352","#banknifty, #nifty50",58,1265,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,-0.7615503642257123,425.1,0.24982323827480554,-1.3716831749783436,0.3517086607486427,HOLD
user_43,2025-08-31 15:53:38+00:00,This is a sample tweet about Indian stock market #sensex,813,543,222,"user_315, user_242","#banknifty, #intraday, #nifty50",56,1578,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.06407301165214441,554.7,0.3516379919868018,0.5467613886137115,0.7415870666483089,STRONG_BUY
user_28,2025-08-31 15:51:55+00:00,This is a sample tweet about Indian stock market #intraday,624,2290,92,"user_149, user_20",#nifty50,58,3006,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.08288124905125294,964.2,0.6733443318406788,-0.5356799285970408,0.7468244382849342,STRONG_SELL
user_306,2025-08-31 15:50:55+00:00,This is a sample tweet about Indian stock market #sensex,446,2871,5,user_207,"#banknifty, #intraday",56,3322,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.10209099770797107,1041.2,0.7338361222405531,0.8693439826034222,0.5891265672475867,HOLD
user_232,2025-08-31 15:50:42+00:00,This is a sample tweet about Indian stock market #banknifty,575,1434,134,"user_402, user_20, user_453","#sensex, #banknifty, #intraday",59,2143,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.2030203484239543,700.4000000000001,0.4661010291460445,-0.09722194163825273,0.9540505096956698,HOLD
user_72,2025-08-31 15:50:40+00:00,This is a sample tweet about Indian stock market #sensex,673,2446,263,"user_240, user_232","#sensex, #intraday",56,3382,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.5912192370270885,1081.9,0.7658103543090581,1.2722794020801977,0.39868933838201404,HOLD
user_201,2025-08-31 15:48:50+00:00,This is a sample tweet about Indian stock market #sensex,7,445,396,"user_445, user_309","#nifty50, #sensex",56,848,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,-0.6363960870541298,255.10000000000002,0.11626993479456361,0.026542821597927868,0.9874552070951063,HOLD
user_454,2025-08-31 15:48:35+00:00,This is a sample tweet about Indian stock market #intraday,318,2685,228,"user_392, user_217","#nifty50, #banknifty",58,3231,2.295523110806371e-16,1.5472654252688726e-13,-0.14684931119515054,0.9891588749040823,2.220446049250313e-16,6.840978198275288e-17,-1.6653345369377348e-16,0.19034747915951014,1001.1,0.7023332547725666,-0.45164860889036684,0.7865397149504504,SELL
user_426,2025-08-31 15:48:26+00:00,This is a sample tweet about Indian stock market #sensex,573,1923,497,"user_36, user_275","#nifty50, #intraday, #sensex",56,2993,-1.8394251800945265e-15,-3.917380684416047e-14,0.989158874904082,0.14684931119515054,1.7344225237387914e-16,8.76733078850672e-18,1.1102230246251565e-16,0.8132161997561168,955.2,0.6662738628329012,1.3027528088802287,0.384286853853285,HOLD
user_9,2025-08-31 15:47:32+00:00,This is a sample tweet about Indian stock market #banknifty,495,446,344,user_470,"#intraday, #banknifty",59,1285,1.0,-8.794332065416649e-16,1.86741635289713e-15,7.85046229341904e-17,4.8225134629663415e-18,2.220446049250313e-16,-9.813077866773593e-18,-0.18968418691258906,434.99999999999994,0.2576007541833608,-0.27719656439180884,0.8689900588973266,SELL
